name,model_type,model_id,revision,class_weight,C,negative_threshold,cv_macro_f1_mean,cv_macro_f1_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_accuracy_mean,cv_accuracy_std,oof_macro_f1,oof_balanced_accuracy,oof_accuracy,negative_precision,negative_recall,negative_f1,per_class_json,confusion_matrix_json,fit_seconds,dutch_rows,dutch_macro_f1,dutch_accuracy,dutch_negative_recall,english_rows,english_macro_f1,english_accuracy,english_negative_recall,cache_hit,cache_path,cache_sha256,encode_seconds,embedding_dimension,max_sequence_length,encoding_device,encoding_dtype
jina_v3_classification__c0.5__negative_7__threshold_0.4,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,0.5,0.4,0.7045150279310135,0.011129155617803758,0.7659965954812752,0.012529703387333188,0.7014069969578444,0.009938565197047614,0.7044606752370325,0.7659949972206782,0.7014069828035435,0.5796344647519582,0.925,0.7126805778491172,"{""Average"": {""f1-score"": 0.6856492027334852, ""precision"": 0.7028604786923526, ""recall"": 0.669260700389105, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7126805778491172, ""precision"": 0.5796344647519582, ""recall"": 0.925, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7150522451284947, ""precision"": 0.7267508610792193, ""recall"": 0.7037242912729295, ""support"": 1799.0}}","[[1266, 495, 38], [472, 1204, 123], [4, 14, 222]]",1.9354082790000575,3450,0.7078015205274936,0.7020289855072464,0.9224137931034483,388,0.6204802805121277,0.6958762886597938,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__balanced__threshold_argmax,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,1.0,argmax,0.7071374493277343,0.011433289031653273,0.7650717012276901,0.013500093433548471,0.7034930465015211,0.007375823065728996,0.7070926378363307,0.7650701006732135,0.7034914017717562,0.5882352941176471,0.9166666666666666,0.7166123778501629,"{""Average"": {""f1-score"": 0.6897334089619966, ""precision"": 0.704111175448755, ""recall"": 0.6759310728182324, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7166123778501629, ""precision"": 0.5882352941176471, ""recall"": 0.9166666666666666, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7149321266968326, ""precision"": 0.7276914219919401, ""recall"": 0.7026125625347415, ""support"": 1799.0}}","[[1264, 495, 40], [469, 1216, 114], [4, 16, 220]]",1.6504114250000157,3450,0.7086538455279054,0.7028985507246377,0.9137931034482759,388,0.6413533834586467,0.7087628865979382,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__balanced__threshold_0.25,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,1.0,0.25,0.6518844957541836,0.0068773561855665355,0.7521884349530589,0.009110425048115106,0.6735295116253802,0.004873558634484555,0.6518240902060095,0.7521871718856156,0.6735278791036998,0.42992424242424243,0.9458333333333333,0.5911458333333334,"{""Average"": {""f1-score"": 0.6525198938992043, ""precision"": 0.6944792973651192, ""recall"": 0.6153418565869928, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.5911458333333334, ""precision"": 0.42992424242424243, ""recall"": 0.9458333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7118065433854908, ""precision"": 0.7290209790209791, ""recall"": 0.6953863257365203, ""support"": 1799.0}}","[[1251, 477, 71], [462, 1107, 230], [3, 10, 227]]",1.6504114250000157,3450,0.6536429074530309,0.6727536231884058,0.9439655172413793,388,0.5814429235481867,0.6804123711340206,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__balanced__threshold_0.3,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,1.0,0.3,0.6749120928079924,0.010938882650576033,0.7608031569173631,0.012543171547659177,0.6873373669056932,0.007938855184573787,0.6748708441458962,0.7608038416404175,0.6873371547681084,0.4860215053763441,0.9416666666666667,0.6411347517730497,"{""Average"": {""f1-score"": 0.6689895470383276, ""precision"": 0.7003039513677811, ""recall"": 0.6403557531962201, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6411347517730497, ""precision"": 0.4860215053763441, ""recall"": 0.9416666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7144882336263113, ""precision"": 0.7291666666666666, ""recall"": 0.7003891050583657, ""support"": 1799.0}}","[[1260, 482, 57], [465, 1152, 182], [3, 11, 226]]",1.6504114250000157,3450,0.6772204815050437,0.6869565217391305,0.9396551724137931,388,0.5983709273182957,0.6907216494845361,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__balanced__threshold_0.35,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,1.0,0.35,0.6873169236676187,0.008314790477239568,0.7604363974001858,0.011072701541436384,0.6935907621686223,0.0066464075596068106,0.6873062967285932,0.7604363535297388,0.6935904116727463,0.5260663507109005,0.925,0.6706948640483383,"{""Average"": {""f1-score"": 0.6768170066072967, ""precision"": 0.7003567181926278, ""recall"": 0.6548082267926626, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6706948640483383, ""precision"": 0.5260663507109005, ""recall"": 0.925, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7144070195301444, ""precision"": 0.7277970011534025, ""recall"": 0.7015008337965536, ""support"": 1799.0}}","[[1262, 490, 47], [468, 1178, 153], [4, 14, 222]]",1.6504114250000157,3450,0.6904855674735751,0.6936231884057971,0.9224137931034483,388,0.6030450963131502,0.6932989690721649,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__balanced__threshold_0.4,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,1.0,0.4,0.7041718509719204,0.009166906262016685,0.7659960796451047,0.01124560252000532,0.7014076760104302,0.006883450640149787,0.7041532835603584,0.7659949972206782,0.7014069828035435,0.578125,0.925,0.7115384615384616,"{""Average"": {""f1-score"": 0.6858281161070006, ""precision"": 0.7026239067055393, ""recall"": 0.669816564758199, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7115384615384616, ""precision"": 0.578125, ""recall"": 0.925, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7150932730356133, ""precision"": 0.7274295572167913, ""recall"": 0.7031684269038355, ""support"": 1799.0}}","[[1265, 496, 38], [470, 1205, 124], [4, 14, 222]]",1.6504114250000157,3450,0.7070132840725464,0.7014492753623188,0.9224137931034483,388,0.6226061628246335,0.7010309278350515,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__negative_7__threshold_argmax,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,1.0,argmax,0.7097548051815565,0.01583162426921839,0.763034664190653,0.01697165131351931,0.7040152379400261,0.009209833699768126,0.7096130504451265,0.763033475387561,0.7040125065138093,0.6022099447513812,0.9083333333333333,0.7242524916943521,"{""Average"": {""f1-score"": 0.6907857546636518, ""precision"": 0.7027027027027027, ""recall"": 0.679266259032796, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7242524916943521, ""precision"": 0.6022099447513812, ""recall"": 0.9083333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7138009049773756, ""precision"": 0.7265400115141047, ""recall"": 0.7015008337965536, ""support"": 1799.0}}","[[1262, 499, 38], [471, 1222, 106], [4, 18, 218]]",1.7826598039999908,3450,0.709944306128115,0.7020289855072464,0.9051724137931034,388,0.65360573624825,0.7216494845360825,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__negative_7__threshold_0.25,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,1.0,0.25,0.665985934506077,0.007096224869081289,0.756910657175281,0.01131990024889343,0.6818659006953498,0.005589493647188875,0.6660290371944395,0.7569127910567599,0.6818655549765503,0.46502057613168724,0.9416666666666667,0.6225895316804407,"{""Average"": {""f1-score"": 0.6633634508889537, ""precision"": 0.6973039215686274, ""recall"": 0.6325736520289049, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6225895316804407, ""precision"": 0.46502057613168724, ""recall"": 0.9416666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7121341290139244, ""precision"": 0.7284883720930233, ""recall"": 0.6964980544747081, ""support"": 1799.0}}","[[1253, 483, 63], [464, 1138, 197], [3, 11, 226]]",1.7826598039999908,3450,0.6670459229054341,0.68,0.9396551724137931,388,0.5993599598979024,0.6984536082474226,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__negative_7__threshold_0.3,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,1.0,0.3,0.6798088364321228,0.008338360227368669,0.7586740431239039,0.009356719342925911,0.689422737396784,0.006769043628769117,0.6797851780514167,0.7586753443270954,0.689421573736321,0.504524886877828,0.9291666666666667,0.6539589442815249,"{""Average"": {""f1-score"": 0.6722446624350836, ""precision"": 0.6988602279544092, ""recall"": 0.6475819899944414, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6539589442815249, ""precision"": 0.504524886877828, ""recall"": 0.9291666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7131519274376418, ""precision"": 0.7275882012724117, ""recall"": 0.6992773763201778, ""support"": 1799.0}}","[[1258, 489, 52], [467, 1165, 167], [4, 13, 223]]",1.7826598039999908,3450,0.6812769248894831,0.6878260869565217,0.9267241379310345,388,0.6084707247497946,0.7036082474226805,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__negative_7__threshold_0.35,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,1.0,0.35,0.6933209233236527,0.008760225082991832,0.7619183947178377,0.011897618668805208,0.6956761326597132,0.006559183521657715,0.6933377913060847,0.7619186585139893,0.6956748306409588,0.5467980295566502,0.925,0.6873065015479877,"{""Average"": {""f1-score"": 0.6796338672768879, ""precision"": 0.7000589275191514, ""recall"": 0.660366870483602, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6873065015479877, ""precision"": 0.5467980295566502, ""recall"": 0.925, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7130730050933786, ""precision"": 0.7262247838616714, ""recall"": 0.7003891050583657, ""support"": 1799.0}}","[[1260, 495, 44], [471, 1188, 140], [4, 14, 222]]",1.7826598039999908,3450,0.6956600935660407,0.6944927536231884,0.9224137931034483,388,0.6133287586534716,0.7061855670103093,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c1.0__negative_7__threshold_0.4,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,1.0,0.4,0.704026643214186,0.01263148026950734,0.7616437119570825,0.013565684479820374,0.7003673674489352,0.007626256101176039,0.7039231582091524,0.7616430424309802,0.7003647733194373,0.5855614973262032,0.9125,0.7133550488599348,"{""Average"": {""f1-score"": 0.6850170261066969, ""precision"": 0.6997101449275362, ""recall"": 0.6709282934963868, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7133550488599348, ""precision"": 0.5855614973262032, ""recall"": 0.9125, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7133973996608253, ""precision"": 0.7257044278320874, ""recall"": 0.7015008337965536, ""support"": 1799.0}}","[[1262, 501, 36], [473, 1207, 119], [4, 17, 219]]",1.7826598039999908,3450,0.7059097678295173,0.6991304347826087,0.9094827586206896,388,0.6279631607370758,0.711340206185567,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__balanced__threshold_argmax,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,2.0,argmax,0.7072267989790564,0.011494432706881655,0.7609955638089343,0.014113248602499134,0.7011486174489352,0.005863146376882801,0.7071904503357559,0.7609953060342166,0.7011464304325169,0.6005509641873278,0.9083333333333333,0.7230514096185738,"{""Average"": {""f1-score"": 0.6870574907958086, ""precision"": 0.7003464203233256, ""recall"": 0.6742634797109506, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7230514096185738, ""precision"": 0.6005509641873278, ""recall"": 0.9083333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7114624505928854, ""precision"": 0.7228915662650602, ""recall"": 0.7003891050583657, ""support"": 1799.0}}","[[1260, 501, 38], [479, 1213, 107], [4, 18, 218]]",3.907122480000112,3450,0.7068088347010617,0.6988405797101449,0.9051724137931034,388,0.6565608792195404,0.7216494845360825,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
